return_id,transaction_id,sku_id,customer_id,return_date,units_returned,return_reason,return_value,restockable,handling_cost
RET0006933,TXN00471216,SKU00311,CUST0115,2026-03-17,1,Wrong Part,318.3,1,1.74
RET0006934,TXN00278177,SKU00170,CUST0011,2026-05-09,3,Overstock,209.97,1,10.92
RET0006935,TXN00441107,SKU00280,CUST0158,2024-08-19,3,Wrong Part,209.01,0,10.12
RET0006936,TXN00002892,SKU00001,CUST0053,2025-11-28,2,Damaged in Transit,106.48,0,8.67
RET0006937,TXN00094841,SKU00044,CUST0029,2024-02-29,3,Overstock,260.25,1,8.78
RET0006938,TXN00180697,SKU00099,CUST0180,2025-06-06,1,Wrong Part,94.04,0,4.6
RET0006939,TXN00345454,SKU00216,CUST0128,2024-10-13,1,Defective,221.62,0,5.9
RET0006940,TXN00217292,SKU00127,CUST0040,2026-01-10,1,Overstock,42.49,1,2.76
RET0006941,TXN00097564,SKU00044,CUST0060,2025-10-12,3,Defective,306.18,0,10.44
RET0006942,TXN00536986,SKU00367,CUST0105,2025-08-01,1,Defective,12.63,0,5.2
RET0006943,TXN00676325,SKU00457,CUST0035,2025-03-12,1,Overstock,73.2,1,5.14
RET0006944,TXN00155653,SKU00084,CUST0031,2023-10-24,2,Damaged in Transit,304.58,0,6.28
RET0006945,TXN00637091,SKU00433,CUST0139,2024-01-18,2,Defective,478.7,0,4.91
RET0006946,TXN00726516,SKU00487,CUST0037,2025-06-16,1,Wrong Part,103.5,1,3.28
RET0006947,TXN00484192,SKU00317,CUST0032,2025-05-20,1,Defective,208.91,0,2.81
RET0006948,TXN00386943,SKU00246,CUST0089,2024-07-03,1,Wrong Part,304.31,1,5.15
RET0006949,TXN00361660,SKU00228,CUST0128,2026-01-11,2,Overstock,234.98,1,3.14
RET0006950,TXN00298493,SKU00184,CUST0187,2025-01-18,2,Wrong Part,1019.7,0,9.63
RET0006951,TXN00512480,SKU00339,CUST0139,2024-08-28,3,Defective,314.7,0,7.77
RET0006952,TXN00564138,SKU00384,CUST0172,2023-07-09,2,Wrong Part,429.58,0,6.22
RET0006953,TXN00601255,SKU00409,CUST0172,2026-03-25,2,Duplicate Order,145.12,1,3.92
RET0006954,TXN00119250,SKU00062,CUST0149,2026-03-07,1,Damaged in Transit,33.81,0,4.76
RET0006955,TXN00351039,SKU00219,CUST0043,2024-09-15,1,Wrong Part,113.72,1,5.08
RET0006956,TXN00223321,SKU00130,CUST0103,2025-08-15,2,Overstock,25.7,1,8.89
RET0006957,TXN00317262,SKU00197,CUST0139,2023-11-01,2,Damaged in Transit,50.4,0,10.38
RET0006958,TXN00151125,SKU00082,CUST0037,2024-03-29,2,Wrong Part,196.58,1,5.21
RET0006959,TXN00087872,SKU00042,CUST0163,2025-01-05,3,Wrong Part,531.39,1,10.18
RET0006960,TXN00727861,SKU00490,CUST0077,2024-06-01,1,Damaged in Transit,195.02,0,5.66
RET0006961,TXN00694470,SKU00463,CUST0082,2025-06-21,3,Overstock,243.9,1,5.92
RET0006962,TXN00525988,SKU00352,CUST0062,2025-03-27,1,Wrong Part,76.18,0,5.88
RET0006963,TXN00715891,SKU00481,CUST0115,2025-12-08,3,Overstock,182.22,1,7.0
RET0006964,TXN00105754,SKU00050,CUST0162,2024-01-28,2,Wrong Part,20.22,0,9.28
RET0006965,TXN00639595,SKU00433,CUST0010,2025-12-06,2,Defective,531.88,0,7.77
RET0006966,TXN00296281,SKU00183,CUST0044,2025-09-18,2,Duplicate Order,663.42,1,5.47
RET0006967,TXN00596358,SKU00405,CUST0055,2025-07-14,1,Wrong Part,275.47,0,5.17
RET0006968,TXN00491694,SKU00323,CUST0155,2023-07-12,3,Damaged in Transit,189.36,0,16.5
RET0006969,TXN00146832,SKU00081,CUST0044,2024-06-25,1,Wrong Part,231.33,0,5.21
RET0006970,TXN00170638,SKU00091,CUST0158,2024-01-26,2,Duplicate Order,165.16,1,8.87
RET0006971,TXN00579716,SKU00392,CUST0030,2026-02-25,1,Damaged in Transit,173.08,0,3.78
RET0006972,TXN00708278,SKU00473,CUST0035,2024-02-25,1,Wrong Part,44.79,1,3.06
RET0006973,TXN00319479,SKU00197,CUST0098,2025-04-27,1,Wrong Part,25.2,1,2.79
RET0006974,TXN00443006,SKU00280,CUST0064,2026-02-15,1,Defective,55.74,0,2.0
RET0006975,TXN00697748,SKU00465,CUST0172,2025-05-23,1,Defective,276.42,0,4.11
RET0006976,TXN00122808,SKU00067,CUST0163,2024-11-02,2,Defective,762.52,0,8.32
RET0006977,TXN00671909,SKU00454,CUST0187,2024-09-08,1,Wrong Part,447.24,0,3.32
RET0006978,TXN00628282,SKU00429,CUST0104,2026-05-08,2,Wrong Part,345.12,0,6.45
RET0006979,TXN00166922,SKU00088,CUST0029,2024-11-09,1,Duplicate Order,58.51,1,2.09
RET0006980,TXN00038965,SKU00017,CUST0172,2024-07-09,3,Defective,151.83,0,5.14
RET0006981,TXN00338596,SKU00213,CUST0163,2025-08-13,1,Wrong Part,142.58,1,5.38
RET0006982,TXN00341410,SKU00214,CUST0180,2025-06-15,2,Defective,397.8,0,8.89
RET0006983,TXN00615179,SKU00421,CUST0143,2025-09-04,2,Damaged in Transit,58.1,0,6.84
RET0006984,TXN00318322,SKU00197,CUST0025,2024-07-27,3,Wrong Part,79.59,0,13.38
RET0006985,TXN00501089,SKU00328,CUST0086,2026-04-20,2,Overstock,23.08,1,5.24
RET0006986,TXN00602104,SKU00411,CUST0007,2023-12-04,2,Wrong Part,227.18,0,5.54
RET0006987,TXN00286496,SKU00177,CUST0180,2023-06-30,3,Damaged in Transit,1788.3,0,16.82
RET0006988,TXN00302085,SKU00186,CUST0144,2023-11-26,2,Damaged in Transit,418.76,0,9.22
RET0006989,TXN00030980,SKU00013,CUST0172,2024-04-14,2,Wrong Part,95.56,0,3.42
RET0006990,TXN00621040,SKU00427,CUST0172,2023-11-04,1,Duplicate Order,14.23,1,5.31
RET0006991,TXN00258866,SKU00161,CUST0077,2025-06-20,1,Defective,6.86,0,3.19
RET0006992,TXN00171796,SKU00091,CUST0007,2025-02-15,2,Defective,174.32,0,5.79
RET0006993,TXN00021303,SKU00008,CUST0075,2026-04-05,3,Wrong Part,985.35,1,5.16
RET0006994,TXN00240559,SKU00146,CUST0065,2025-05-30,1,Overstock,19.91,1,2.7
RET0006995,TXN00207373,SKU00123,CUST0127,2024-04-03,2,Duplicate Order,260.14,1,5.29
RET0006996,TXN00701328,SKU00468,CUST0037,2024-05-09,1,Wrong Part,111.66,0,2.21
RET0006997,TXN00346682,SKU00216,CUST0097,2025-07-12,1,Overstock,221.62,1,3.64
RET0006998,TXN00492633,SKU00323,CUST0152,2024-04-26,1,Wrong Part,66.44,0,5.38
RET0006999,TXN00319954,SKU00197,CUST0055,2025-07-25,2,Wrong Part,53.06,1,6.81
RET0007000,TXN00349085,SKU00217,CUST0086,2025-09-30,1,Overstock,38.68,1,1.6
RET0007001,TXN00077990,SKU00039,CUST0172,2024-10-17,1,Wrong Part,14.01,1,4.99
RET0007002,TXN00450382,SKU00289,CUST0068,2025-07-21,3,Wrong Part,159.72,0,14.03
RET0007003,TXN00436577,SKU00279,CUST0072,2024-04-12,1,Damaged in Transit,17.25,0,2.49
RET0007004,TXN00486898,SKU00321,CUST0018,2023-09-30,3,Damaged in Transit,169.38,0,11.31
RET0007005,TXN00476595,SKU00316,CUST0172,2023-08-15,2,Defective,396.56,0,6.38
RET0007006,TXN00085885,SKU00042,CUST0057,2023-09-21,1,Defective,187.55,0,2.63
RET0007007,TXN00515546,SKU00343,CUST0029,2024-01-04,3,Damaged in Transit,335.22,0,11.35
RET0007008,TXN00104293,SKU00047,CUST0151,2025-06-03,1,Overstock,375.93,1,4.0
RET0007009,TXN00208655,SKU00124,CUST0045,2025-03-26,3,Duplicate Order,461.04,1,7.06
RET0007010,TXN00105257,SKU00049,CUST0128,2023-11-14,2,Duplicate Order,414.64,1,7.27
RET0007011,TXN00200842,SKU00120,CUST0029,2024-03-09,2,Defective,24.08,0,5.06
RET0007012,TXN00074697,SKU00038,CUST0162,2025-06-18,2,Defective,184.82,0,4.23
RET0007013,TXN00475337,SKU00315,CUST0045,2024-11-18,1,Wrong Part,94.92,0,4.81
RET0007014,TXN00369554,SKU00234,CUST0065,2023-08-24,1,Wrong Part,50.0,0,2.97
RET0007015,TXN00110151,SKU00053,CUST0084,2026-01-24,2,Duplicate Order,32.76,1,7.24
RET0007016,TXN00500793,SKU00328,CUST0048,2026-02-03,1,Defective,12.3,0,1.81
RET0007017,TXN00111093,SKU00054,CUST0133,2024-05-16,2,Overstock,70.44,1,5.18
RET0007018,TXN00280699,SKU00174,CUST0144,2023-07-30,1,Defective,102.21,0,5.33
RET0007019,TXN00063241,SKU00032,CUST0187,2024-08-26,1,Overstock,65.59,1,1.56
RET0007020,TXN00724489,SKU00485,CUST0079,2025-02-07,1,Defective,160.16,0,4.99
RET0007021,TXN00012504,SKU00004,CUST0001,2025-03-18,1,Duplicate Order,37.87,1,3.01
RET0007022,TXN00024500,SKU00009,CUST0045,2026-02-02,2,Defective,1026.98,0,10.27
RET0007023,TXN00059288,SKU00029,CUST0108,2024-07-10,1,Wrong Part,109.17,1,4.16
RET0007024,TXN00720071,SKU00482,CUST0077,2025-06-24,2,Damaged in Transit,496.72,0,8.62
RET0007025,TXN00015774,SKU00007,CUST0156,2023-08-11,1,Wrong Part,156.55,0,1.7
RET0007026,TXN00673629,SKU00455,CUST0157,2025-01-09,1,Defective,48.1,0,4.99
RET0007027,TXN00139425,SKU00074,CUST0167,2024-11-05,3,Damaged in Transit,310.92,0,13.2
RET0007028,TXN00338226,SKU00212,CUST0146,2026-03-23,2,Duplicate Order,319.46,1,5.78
RET0007029,TXN00617515,SKU00423,CUST0162,2023-09-06,1,Damaged in Transit,119.98,0,1.73
RET0007030,TXN00157213,SKU00084,CUST0039,2024-11-22,3,Wrong Part,434.04,0,14.63
RET0007031,TXN00043616,SKU00018,CUST0035,2024-05-02,1,Duplicate Order,344.53,1,3.23
RET0007032,TXN00314761,SKU00195,CUST0192,2023-12-18,3,Wrong Part,253.98,0,6.4
RET0007033,TXN00607454,SKU00415,CUST0077,2023-10-20,1,Duplicate Order,205.41,1,3.9
RET0007034,TXN00374836,SKU00239,CUST0144,2024-04-10,2,Defective,72.68,0,4.31
RET0007035,TXN00097116,SKU00044,CUST0053,2025-07-08,2,Defective,204.12,0,11.18
RET0007036,TXN00243103,SKU00148,CUST0060,2024-06-22,1,Defective,76.67,0,3.82
RET0007037,TXN00627469,SKU00429,CUST0048,2025-08-25,1,Defective,154.39,0,5.52
RET0007038,TXN00276393,SKU00170,CUST0179,2024-09-01,2,Overstock,174.98,1,6.04
RET0007039,TXN00725967,SKU00486,CUST0044,2026-01-27,3,Duplicate Order,549.6,1,9.24
RET0007040,TXN00042949,SKU00018,CUST0029,2023-11-10,2,Wrong Part,612.5,0,9.49
RET0007041,TXN00272491,SKU00167,CUST0055,2025-04-17,2,Defective,345.92,0,7.39
RET0007042,TXN00154405,SKU00082,CUST0025,2026-03-28,2,Wrong Part,222.78,0,3.15
RET0007043,TXN00102418,SKU00045,CUST0105,2026-03-10,1,Overstock,134.3,1,2.56
RET0007044,TXN00291220,SKU00179,CUST0103,2025-03-06,2,Wrong Part,238.22,0,6.93
RET0007045,TXN00226709,SKU00132,CUST0172,2025-09-21,3,Duplicate Order,199.92,1,16.62
RET0007046,TXN00327877,SKU00203,CUST0098,2024-04-04,2,Wrong Part,517.58,1,10.37
RET0007047,TXN00709567,SKU00475,CUST0031,2024-02-08,2,Overstock,863.8,1,4.7
RET0007048,TXN00530028,SKU00357,CUST0098,2024-06-27,2,Duplicate Order,246.3,1,7.59
RET0007049,TXN00207959,SKU00123,CUST0030,2025-07-25,3,Defective,328.62,0,16.82
RET0007050,TXN00610458,SKU00415,CUST0136,2026-04-04,1,Wrong Part,174.6,1,3.78
RET0007051,TXN00272992,SKU00168,CUST0031,2023-07-27,1,Damaged in Transit,237.5,0,4.16
RET0007052,TXN00668541,SKU00449,CUST0162,2025-07-03,3,Wrong Part,1081.8,1,9.22
RET0007053,TXN00104478,SKU00047,CUST0047,2025-11-16,1,Defective,375.93,0,3.12
RET0007054,TXN00465329,SKU00304,CUST0149,2023-09-25,3,Wrong Part,807.9,0,15.61
RET0007055,TXN00104202,SKU00047,CUST0115,2025-04-06,1,Wrong Part,316.58,1,5.72
RET0007056,TXN00295275,SKU00183,CUST0013,2023-09-20,1,Wrong Part,281.95,1,5.78
RET0007057,TXN00624711,SKU00428,CUST0049,2025-12-11,2,Overstock,37.48,1,4.44
RET0007058,TXN00716844,SKU00482,CUST0043,2023-07-20,2,Wrong Part,470.58,0,11.21
RET0007059,TXN00475982,SKU00315,CUST0064,2026-02-23,2,Damaged in Transit,210.94,0,8.35
RET0007060,TXN00064604,SKU00033,CUST0041,2024-09-23,2,Wrong Part,253.22,1,5.57
RET0007061,TXN00457799,SKU00295,CUST0161,2024-07-13,1,Overstock,350.03,1,3.61
RET0007062,TXN00409229,SKU00261,CUST0198,2024-11-05,2,Defective,133.14,0,9.48
RET0007063,TXN00331537,SKU00206,CUST0156,2026-04-10,2,Overstock,56.16,1,9.41
RET0007064,TXN00333448,SKU00208,CUST0039,2024-02-01,3,Defective,464.79,0,13.72
RET0007065,TXN00354033,SKU00220,CUST0103,2025-12-14,3,Defective,33.03,0,7.23
RET0007066,TXN00087396,SKU00042,CUST0172,2024-09-19,2,Defective,416.78,0,8.71
RET0007067,TXN00317572,SKU00197,CUST0120,2024-01-13,2,Defective,53.06,0,8.2
RET0007068,TXN00735388,SKU00496,CUST0185,2025-05-18,1,Wrong Part,205.26,1,2.58
RET0007069,TXN00587334,SKU00398,CUST0156,2024-05-24,1,Duplicate Order,82.12,1,2.59
RET0007070,TXN00424180,SKU00274,CUST0118,2023-07-17,2,Duplicate Order,48.9,1,9.58
RET0007071,TXN00186564,SKU00102,CUST0071,2026-05-11,2,Wrong Part,317.82,1,10.76
RET0007072,TXN00028144,SKU00011,CUST0043,2024-11-16,2,Defective,43.82,0,10.86
RET0007073,TXN00286942,SKU00177,CUST0053,2024-05-23,1,Overstock,627.47,1,3.18
RET0007074,TXN00378101,SKU00240,CUST0161,2024-04-20,2,Wrong Part,752.06,1,8.81
RET0007075,TXN00494142,SKU00323,CUST0114,2025-07-08,1,Wrong Part,53.15,0,4.2
RET0007076,TXN00225948,SKU00132,CUST0198,2024-07-30,1,Overstock,62.47,1,5.28
RET0007077,TXN00278370,SKU00171,CUST0172,2024-02-29,3,Overstock,1142.97,1,13.73
RET0007078,TXN00726200,SKU00487,CUST0149,2023-12-30,3,Wrong Part,365.28,0,13.39
RET0007079,TXN00704034,SKU00472,CUST0126,2023-06-22,1,Overstock,86.86,1,3.3
RET0007080,TXN00586857,SKU00398,CUST0098,2024-01-15,3,Wrong Part,275.34,0,8.43
RET0007081,TXN00339085,SKU00214,CUST0151,2023-09-12,2,Wrong Part,331.5,0,7.68
RET0007082,TXN00610220,SKU00415,CUST0187,2026-01-25,2,Wrong Part,410.82,0,8.34
RET0007083,TXN00031954,SKU00013,CUST0060,2025-11-07,1,Damaged in Transit,45.13,0,2.14
RET0007084,TXN00634241,SKU00432,CUST0128,2024-12-13,1,Wrong Part,33.33,1,5.69
RET0007085,TXN00030306,SKU00012,CUST0044,2025-04-16,1,Defective,86.69,0,5.78
RET0007086,TXN00446975,SKU00285,CUST0180,2023-10-01,2,Wrong Part,36.66,0,11.75
RET0007087,TXN00374939,SKU00239,CUST0037,2024-06-09,2,Wrong Part,72.68,0,11.74
RET0007088,TXN00667899,SKU00449,CUST0098,2024-05-24,3,Defective,1081.8,0,14.85
RET0007089,TXN00230666,SKU00140,CUST0185,2025-05-02,1,Defective,80.3,0,4.38
RET0007090,TXN00286941,SKU00177,CUST0175,2024-05-18,2,Wrong Part,1066.7,0,9.14
RET0007091,TXN00472478,SKU00313,CUST0035,2024-09-02,2,Damaged in Transit,148.7,0,11.51
RET0007092,TXN00626606,SKU00429,CUST0157,2024-12-16,2,Wrong Part,326.96,0,9.32
RET0007093,TXN00475548,SKU00315,CUST0144,2025-05-08,1,Overstock,94.92,1,3.93
RET0007094,TXN00252519,SKU00157,CUST0071,2024-07-09,2,Wrong Part,361.96,1,5.63
RET0007095,TXN00619002,SKU00425,CUST0029,2024-07-28,2,Damaged in Transit,113.92,0,6.29
RET0007096,TXN00288862,SKU00178,CUST0084,2026-01-03,2,Damaged in Transit,723.74,0,9.02
RET0007097,TXN00658081,SKU00441,CUST0031,2025-08-31,3,Damaged in Transit,670.98,0,6.13
RET0007098,TXN00460230,SKU00296,CUST0060,2023-10-18,1,Overstock,83.76,1,2.37
RET0007099,TXN00614511,SKU00421,CUST0037,2023-12-02,3,Defective,77.97,0,11.01
RET0007100,TXN00349061,SKU00217,CUST0067,2025-08-29,2,Wrong Part,58.02,0,11.96
RET0007101,TXN00534621,SKU00366,CUST0147,2023-09-05,1,Wrong Part,345.41,0,1.98
RET0007102,TXN00455650,SKU00292,CUST0172,2026-01-25,1,Overstock,315.67,1,2.95
RET0007103,TXN00057982,SKU00028,CUST0002,2024-10-13,2,Wrong Part,617.74,1,10.69
RET0007104,TXN00272629,SKU00167,CUST0151,2025-08-02,3,Overstock,491.55,1,5.5
RET0007105,TXN00001769,SKU00001,CUST0085,2024-12-17,1,Overstock,47.92,1,3.62
RET0007106,TXN00448742,SKU00286,CUST0016,2026-03-02,2,Overstock,366.08,1,3.94
RET0007107,TXN00480939,SKU00317,CUST0018,2023-08-09,2,Duplicate Order,496.16,1,5.88
RET0007108,TXN00071554,SKU00036,CUST0118,2025-08-26,1,Duplicate Order,49.09,1,1.54
RET0007109,TXN00364114,SKU00230,CUST0006,2023-11-11,1,Wrong Part,115.46,0,3.14
RET0007110,TXN00117742,SKU00062,CUST0041,2023-08-21,2,Damaged in Transit,84.52,0,10.01
RET0007111,TXN00628276,SKU00429,CUST0029,2026-05-02,2,Wrong Part,363.28,1,9.26
RET0007112,TXN00191399,SKU00109,CUST0190,2023-11-27,1,Wrong Part,66.61,1,4.66
RET0007113,TXN00053505,SKU00023,CUST0016,2025-11-06,1,Defective,217.61,0,4.43
RET0007114,TXN00715505,SKU00481,CUST0139,2025-08-23,1,Defective,57.7,0,3.58
RET0007115,TXN00511193,SKU00337,CUST0098,2025-11-21,1,Defective,247.8,0,1.94
RET0007116,TXN00490116,SKU00321,CUST0172,2026-02-02,1,Wrong Part,63.52,1,1.94
RET0007117,TXN00109482,SKU00051,CUST0012,2026-05-05,2,Damaged in Transit,47.06,0,5.08
RET0007118,TXN00218976,SKU00128,CUST0103,2024-02-16,2,Overstock,61.78,1,4.46
RET0007119,TXN00464150,SKU00302,CUST0098,2025-04-09,2,Wrong Part,169.54,1,10.9
RET0007120,TXN00369585,SKU00234,CUST0149,2023-12-17,1,Damaged in Transit,59.99,0,3.18
RET0007121,TXN00328566,SKU00203,CUST0013,2024-11-21,1,Wrong Part,232.91,1,3.42
RET0007122,TXN00122518,SKU00067,CUST0040,2024-05-23,2,Overstock,1016.68,1,11.32
RET0007123,TXN00596362,SKU00405,CUST0164,2025-08-15,2,Defective,468.3,0,7.81
RET0007124,TXN00119161,SKU00062,CUST0162,2025-12-26,3,Wrong Part,126.78,1,17.49
RET0007125,TXN00396474,SKU00250,CUST0159,2026-04-17,1,Overstock,177.17,1,1.6
RET0007126,TXN00672746,SKU00454,CUST0172,2026-02-25,2,Wrong Part,849.76,0,10.43
RET0007127,TXN00289303,SKU00179,CUST0032,2023-06-24,1,Overstock,101.24,1,1.52
RET0007128,TXN00293215,SKU00179,CUST0098,2026-05-25,3,Duplicate Order,339.45,1,17.32
RET0007129,TXN00713681,SKU00481,CUST0031,2024-03-23,3,Wrong Part,182.22,0,8.15
RET0007130,TXN00395303,SKU00249,CUST0044,2025-09-05,2,Overstock,273.78,1,4.36
RET0007131,TXN00025505,SKU00010,CUST0128,2024-07-15,2,Overstock,862.58,1,9.93
RET0007132,TXN00493983,SKU00323,CUST0044,2025-06-12,2,Defective,119.6,0,11.72
RET0007133,TXN00017993,SKU00008,CUST0172,2023-10-10,2,Defective,518.6,0,7.86
RET0007134,TXN00491307,SKU00322,CUST0048,2025-06-02,1,Damaged in Transit,143.44,0,4.91
RET0007135,TXN00695413,SKU00464,CUST0001,2025-04-14,1,Defective,6.36,0,2.92
RET0007136,TXN00139452,SKU00074,CUST0157,2024-11-06,2,Wrong Part,207.28,0,7.23
RET0007137,TXN00637064,SKU00433,CUST0055,2024-01-19,2,Duplicate Order,398.92,1,6.24
RET0007138,TXN00574958,SKU00388,CUST0018,2025-04-08,2,Defective,540.96,0,8.23
RET0007139,TXN00583971,SKU00395,CUST0179,2023-10-20,1,Defective,325.97,0,4.72
RET0007140,TXN00675618,SKU00456,CUST0035,2025-10-05,2,Defective,763.34,0,9.61
RET0007141,TXN00454275,SKU00292,CUST0172,2024-12-30,3,Wrong Part,1052.22,0,5.87
RET0007142,TXN00286652,SKU00177,CUST0181,2023-10-20,1,Wrong Part,564.72,1,5.84
RET0007143,TXN00515762,SKU00343,CUST0162,2024-06-11,1,Overstock,131.46,1,4.96
RET0007144,TXN00215624,SKU00127,CUST0032,2025-01-20,1,Overstock,49.99,1,4.27
RET0007145,TXN00400610,SKU00254,CUST0172,2025-08-31,2,Damaged in Transit,364.5,0,6.17
RET0007146,TXN00306535,SKU00193,CUST0110,2023-10-15,3,Damaged in Transit,728.88,0,8.37
RET0007147,TXN00525875,SKU00352,CUST0035,2024-12-14,3,Wrong Part,228.54,0,6.9
RET0007148,TXN00191099,SKU00108,CUST0187,2025-08-17,2,Overstock,636.52,1,4.31
RET0007149,TXN00642231,SKU00434,CUST0158,2024-10-01,2,Duplicate Order,393.18,1,11.42
RET0007150,TXN00044972,SKU00018,CUST0085,2025-03-31,3,Wrong Part,1148.43,1,6.46
RET0007151,TXN00181947,SKU00102,CUST0044,2023-09-02,1,Defective,143.02,0,2.24
RET0007152,TXN00127033,SKU00070,CUST0166,2024-05-22,2,Wrong Part,155.68,0,5.41
RET0007153,TXN00193400,SKU00112,CUST0108,2024-07-16,3,Overstock,392.04,1,15.66
RET0007154,TXN00383237,SKU00244,CUST0073,2023-11-22,2,Wrong Part,163.94,0,10.15
RET0007155,TXN00654427,SKU00440,CUST0105,2026-05-27,1,Overstock,278.89,1,2.06
RET0007156,TXN00407613,SKU00261,CUST0011,2023-10-01,1,Duplicate Order,62.87,1,5.43
RET0007157,TXN00037669,SKU00017,CUST0035,2023-11-14,2,Duplicate Order,120.2,1,10.38
RET0007158,TXN00279388,SKU00173,CUST0031,2023-10-17,2,Wrong Part,835.3,0,4.86
RET0007159,TXN00515148,SKU00342,CUST0164,2024-11-02,2,Overstock,80.16,1,4.11
RET0007160,TXN00499095,SKU00328,CUST0172,2024-10-19,1,Wrong Part,15.38,1,3.26
RET0007161,TXN00658894,SKU00441,CUST0104,2026-02-14,1,Wrong Part,223.66,1,5.67
RET0007162,TXN00514981,SKU00342,CUST0105,2023-07-09,2,Defective,89.58,0,9.6
RET0007163,TXN00631152,SKU00430,CUST0034,2025-10-24,2,Wrong Part,681.36,0,3.62
RET0007164,TXN00419513,SKU00267,CUST0149,2023-08-19,3,Defective,409.17,0,6.36
RET0007165,TXN00677566,SKU00458,CUST0035,2024-02-22,1,Overstock,13.24,1,4.81
RET0007166,TXN00157164,SKU00084,CUST0085,2024-11-22,1,Wrong Part,152.29,0,4.48
RET0007167,TXN00701635,SKU00468,CUST0006,2024-12-01,1,Duplicate Order,106.08,1,4.46
RET0007168,TXN00008044,SKU00002,CUST0001,2025-12-29,1,Wrong Part,37.12,0,1.89
RET0007169,TXN00616939,SKU00422,CUST0044,2025-10-13,3,Wrong Part,276.72,0,17.13
RET0007170,TXN00136038,SKU00073,CUST0139,2024-10-24,1,Wrong Part,274.95,1,4.09
RET0007171,TXN00516591,SKU00343,CUST0044,2026-03-25,1,Wrong Part,131.46,1,3.06
RET0007172,TXN00682041,SKU00459,CUST0047,2023-12-22,3,Overstock,418.05,1,13.13
RET0007173,TXN00199368,SKU00117,CUST0131,2026-03-04,1,Wrong Part,272.07,1,5.47
RET0007174,TXN00031421,SKU00013,CUST0060,2024-12-23,2,Damaged in Transit,84.94,0,9.63
RET0007175,TXN00378376,SKU00240,CUST0172,2024-06-24,3,Defective,1128.09,0,6.06
RET0007176,TXN00575877,SKU00389,CUST0180,2026-04-08,1,Wrong Part,37.87,0,1.81
RET0007177,TXN00569139,SKU00386,CUST0026,2025-07-16,3,Duplicate Order,201.96,1,12.95
RET0007178,TXN00261200,SKU00162,CUST0051,2025-04-29,2,Wrong Part,165.66,1,5.49
RET0007179,TXN00011879,SKU00004,CUST0013,2024-07-29,2,Overstock,71.28,1,9.26
RET0007180,TXN00000182,SKU00001,CUST0016,2023-08-15,2,Overstock,90.5,1,8.25
RET0007181,TXN00674365,SKU00456,CUST0095,2023-09-22,1,Wrong Part,381.67,0,5.7
RET0007182,TXN00705040,SKU00472,CUST0060,2024-04-08,1,Duplicate Order,86.86,1,3.1
RET0007183,TXN00258900,SKU00161,CUST0037,2025-07-03,1,Defective,6.86,0,3.96
RET0007184,TXN00380676,SKU00240,CUST0172,2026-04-26,3,Damaged in Transit,958.89,0,15.54
RET0007185,TXN00611238,SKU00417,CUST0071,2023-09-19,1,Wrong Part,93.76,0,2.23
RET0007186,TXN00570577,SKU00387,CUST0157,2023-08-10,1,Wrong Part,136.42,1,2.88
RET0007187,TXN00051882,SKU00022,CUST0126,2025-11-22,1,Overstock,10.47,1,2.35
RET0007188,TXN00240359,SKU00146,CUST0187,2025-01-28,1,Wrong Part,23.42,0,3.48
RET0007189,TXN00653032,SKU00440,CUST0070,2025-04-14,2,Wrong Part,502.0,1,10.25
RET0007190,TXN00721657,SKU00482,CUST0057,2026-05-30,2,Wrong Part,496.72,1,6.42
RET0007191,TXN00432840,SKU00277,CUST0039,2025-03-27,2,Wrong Part,34.74,0,4.36
RET0007192,TXN00556493,SKU00381,CUST0152,2025-02-28,1,Wrong Part,32.52,1,2.21
RET0007193,TXN00700663,SKU00467,CUST0128,2025-10-16,2,Duplicate Order,15.42,1,7.97
RET0007194,TXN00551826,SKU00377,CUST0131,2026-01-19,2,Wrong Part,105.58,0,7.2
RET0007195,TXN00172721,SKU00091,CUST0166,2025-11-28,1,Overstock,73.4,1,5.1
RET0007196,TXN00554179,SKU00380,CUST0013,2025-03-04,1,Defective,80.82,0,2.82
RET0007197,TXN00033222,SKU00014,CUST0010,2025-05-25,2,Overstock,462.16,1,11.59
RET0007198,TXN00239886,SKU00146,CUST0071,2024-02-28,1,Wrong Part,18.74,0,5.14
RET0007199,TXN00265080,SKU00164,CUST0144,2025-06-07,1,Damaged in Transit,26.66,0,5.37
RET0007200,TXN00093660,SKU00044,CUST0037,2023-06-24,1,Overstock,96.96,1,2.49
RET0007201,TXN00341544,SKU00214,CUST0054,2025-07-22,1,Defective,221.0,0,2.97
RET0007202,TXN00164611,SKU00088,CUST0035,2023-07-13,2,Defective,146.28,0,7.08
RET0007203,TXN00252703,SKU00157,CUST0133,2024-11-10,1,Damaged in Transit,180.98,0,2.04
RET0007204,TXN00645559,SKU00435,CUST0031,2024-05-21,2,Wrong Part,120.88,0,7.53
RET0007205,TXN00732887,SKU00496,CUST0164,2023-10-27,3,Overstock,688.23,1,4.92
RET0007206,TXN00216001,SKU00127,CUST0109,2025-04-18,2,Duplicate Order,89.98,1,10.09
RET0007207,TXN00338699,SKU00213,CUST0026,2026-04-25,1,Overstock,135.45,1,2.68
RET0007208,TXN00027048,SKU00011,CUST0064,2024-01-21,3,Wrong Part,69.18,0,11.87
RET0007209,TXN00575705,SKU00389,CUST0167,2024-07-04,1,Defective,30.3,0,3.54
