snapshot_id,week_ending,sku_id,units_on_hand,units_on_order,reorder_point,reorder_qty,days_on_hand,inventory_value,stockout_flag
SNP0006204,2025-09-27,SKU00120,81,128,170,128,17.8,447.93,0
SNP0006205,2025-10-04,SKU00120,63,128,170,128,13.8,348.39,0
SNP0006206,2025-10-11,SKU00120,132,128,170,128,29.0,729.96,0
SNP0006207,2025-10-18,SKU00120,36,128,170,128,7.9,199.08,0
SNP0006208,2025-10-25,SKU00120,47,128,170,128,10.3,259.91,0
SNP0006209,2025-11-01,SKU00120,21,128,170,128,4.6,116.13,0
SNP0006210,2025-11-08,SKU00120,165,128,170,128,36.2,912.45,0
SNP0006211,2025-11-15,SKU00120,179,0,170,128,39.3,989.87,0
SNP0006212,2025-11-22,SKU00120,105,128,170,128,23.1,580.65,0
SNP0006213,2025-11-29,SKU00120,263,0,170,128,57.8,1454.39,0
SNP0006214,2025-12-06,SKU00120,185,0,170,128,40.6,1023.05,0
SNP0006215,2025-12-13,SKU00120,197,0,170,128,43.3,1089.41,0
SNP0006216,2025-12-20,SKU00120,215,0,170,128,47.2,1188.95,0
SNP0006217,2025-12-27,SKU00120,10,128,170,128,2.2,55.3,0
SNP0006218,2026-01-03,SKU00120,114,128,170,128,25.0,630.42,0
SNP0006219,2026-01-10,SKU00120,99,128,170,128,21.7,547.47,0
SNP0006220,2026-01-17,SKU00120,188,0,170,128,41.3,1039.64,0
SNP0006221,2026-01-24,SKU00120,212,0,170,128,46.6,1172.36,0
SNP0006222,2026-01-31,SKU00120,161,128,170,128,35.4,890.33,0
SNP0006223,2026-02-07,SKU00120,24,128,170,128,5.3,132.72,0
SNP0006224,2026-02-14,SKU00120,137,128,170,128,30.1,757.61,0
SNP0006225,2026-02-21,SKU00120,240,0,170,128,52.7,1327.2,0
SNP0006226,2026-02-28,SKU00120,135,128,170,128,29.7,746.55,0
SNP0006227,2026-03-07,SKU00120,76,128,170,128,16.7,420.28,0
SNP0006228,2026-03-14,SKU00120,111,128,170,128,24.4,613.83,0
SNP0006229,2026-03-21,SKU00120,165,128,170,128,36.2,912.45,0
SNP0006230,2026-03-28,SKU00120,111,128,170,128,24.4,613.83,0
SNP0006231,2026-04-04,SKU00120,166,128,170,128,36.5,917.98,0
SNP0006232,2026-04-11,SKU00120,251,0,170,128,55.1,1388.03,0
SNP0006233,2026-04-18,SKU00120,2,128,170,128,0.4,11.06,0
SNP0006234,2026-04-25,SKU00120,282,0,170,128,61.9,1559.46,0
SNP0006235,2026-05-02,SKU00120,108,128,170,128,23.7,597.24,0
SNP0006236,2026-05-09,SKU00120,34,128,170,128,7.5,188.02,0
SNP0006237,2026-05-16,SKU00120,288,0,170,128,63.3,1592.64,0
SNP0006238,2026-05-23,SKU00120,72,128,170,128,15.8,398.16,0
SNP0006239,2026-05-30,SKU00120,292,0,170,128,64.1,1614.76,0
SNP0006240,2025-06-07,SKU00121,244,0,136,308,22.2,5041.04,0
SNP0006241,2025-06-14,SKU00121,147,0,136,308,13.4,3037.02,0
SNP0006242,2025-06-21,SKU00121,322,0,136,308,29.3,6652.52,0
SNP0006243,2025-06-28,SKU00121,155,0,136,308,14.1,3202.3,0
SNP0006244,2025-07-05,SKU00121,32,308,136,308,2.9,661.12,0
SNP0006245,2025-07-12,SKU00121,77,308,136,308,7.0,1590.82,0
SNP0006246,2025-07-19,SKU00121,144,0,136,308,13.1,2975.04,0
SNP0006247,2025-07-26,SKU00121,137,0,136,308,12.5,2830.42,0
SNP0006248,2025-08-02,SKU00121,44,308,136,308,4.0,909.04,0
SNP0006249,2025-08-09,SKU00121,203,0,136,308,18.5,4193.98,0
SNP0006250,2025-08-16,SKU00121,281,0,136,308,25.6,5805.46,0
SNP0006251,2025-08-23,SKU00121,323,0,136,308,29.4,6673.18,0
SNP0006252,2025-08-30,SKU00121,312,0,136,308,28.4,6445.92,0
SNP0006253,2025-09-06,SKU00121,403,0,136,308,36.7,8325.98,0
SNP0006254,2025-09-13,SKU00121,422,0,136,308,38.5,8718.52,0
SNP0006255,2025-09-20,SKU00121,244,0,136,308,22.2,5041.04,0
SNP0006256,2025-09-27,SKU00121,216,0,136,308,19.7,4462.56,0
SNP0006257,2025-10-04,SKU00121,183,0,136,308,16.7,3780.78,0
SNP0006258,2025-10-11,SKU00121,42,308,136,308,3.8,867.72,0
SNP0006259,2025-10-18,SKU00121,223,0,136,308,20.3,4607.18,0
SNP0006260,2025-10-25,SKU00121,52,308,136,308,4.7,1074.32,0
SNP0006261,2025-11-01,SKU00121,311,0,136,308,28.3,6425.26,0
SNP0006262,2025-11-08,SKU00121,383,0,136,308,34.9,7912.78,0
SNP0006263,2025-11-15,SKU00121,359,0,136,308,32.7,7416.94,0
SNP0006264,2025-11-22,SKU00121,361,0,136,308,32.9,7458.26,0
SNP0006265,2025-11-29,SKU00121,154,0,136,308,14.0,3181.64,0
SNP0006266,2025-12-06,SKU00121,60,308,136,308,5.5,1239.6,0
SNP0006267,2025-12-13,SKU00121,227,0,136,308,20.7,4689.82,0
SNP0006268,2025-12-20,SKU00121,442,0,136,308,40.3,9131.72,0
SNP0006269,2025-12-27,SKU00121,398,0,136,308,36.3,8222.68,0
SNP0006270,2026-01-03,SKU00121,195,0,136,308,17.8,4028.7,0
SNP0006271,2026-01-10,SKU00121,387,0,136,308,35.3,7995.42,0
SNP0006272,2026-01-17,SKU00121,96,308,136,308,8.7,1983.36,0
SNP0006273,2026-01-24,SKU00121,232,0,136,308,21.1,4793.12,0
SNP0006274,2026-01-31,SKU00121,40,308,136,308,3.6,826.4,0
SNP0006275,2026-02-07,SKU00121,374,0,136,308,34.1,7726.84,0
SNP0006276,2026-02-14,SKU00121,207,0,136,308,18.9,4276.62,0
SNP0006277,2026-02-21,SKU00121,41,308,136,308,3.7,847.06,0
SNP0006278,2026-02-28,SKU00121,136,308,136,308,12.4,2809.76,0
SNP0006279,2026-03-07,SKU00121,172,0,136,308,15.7,3553.52,0
SNP0006280,2026-03-14,SKU00121,433,0,136,308,39.5,8945.78,0
SNP0006281,2026-03-21,SKU00121,375,0,136,308,34.2,7747.5,0
SNP0006282,2026-03-28,SKU00121,131,308,136,308,11.9,2706.46,0
SNP0006283,2026-04-04,SKU00121,87,308,136,308,7.9,1797.42,0
SNP0006284,2026-04-11,SKU00121,386,0,136,308,35.2,7974.76,0
SNP0006285,2026-04-18,SKU00121,146,0,136,308,13.3,3016.36,0
SNP0006286,2026-04-25,SKU00121,232,0,136,308,21.1,4793.12,0
SNP0006287,2026-05-02,SKU00121,243,0,136,308,22.1,5020.38,0
SNP0006288,2026-05-09,SKU00121,1,308,136,308,0.1,20.66,0
SNP0006289,2026-05-16,SKU00121,207,0,136,308,18.9,4276.62,0
SNP0006290,2026-05-23,SKU00121,391,0,136,308,35.6,8078.06,0
SNP0006291,2026-05-30,SKU00121,2,308,136,308,0.2,41.32,0
SNP0006292,2025-06-07,SKU00122,8,0,6,11,21.3,470.56,0
SNP0006293,2025-06-14,SKU00122,6,11,6,11,15.9,352.92,0
SNP0006294,2025-06-21,SKU00122,4,11,6,11,10.6,235.28,0
SNP0006295,2025-06-28,SKU00122,0,11,6,11,0.0,0.0,1
SNP0006296,2025-07-05,SKU00122,10,0,6,11,26.6,588.2,0
SNP0006297,2025-07-12,SKU00122,3,11,6,11,8.0,176.46,0
SNP0006298,2025-07-19,SKU00122,12,0,6,11,31.9,705.84,0
SNP0006299,2025-07-26,SKU00122,11,0,6,11,29.2,647.02,0
SNP0006300,2025-08-02,SKU00122,6,11,6,11,15.9,352.92,0
SNP0006301,2025-08-09,SKU00122,4,11,6,11,10.6,235.28,0
SNP0006302,2025-08-16,SKU00122,0,11,6,11,0.0,0.0,1
SNP0006303,2025-08-23,SKU00122,9,0,6,11,23.9,529.38,0
SNP0006304,2025-08-30,SKU00122,9,0,6,11,23.9,529.38,0
SNP0006305,2025-09-06,SKU00122,1,11,6,11,2.7,58.82,0
SNP0006306,2025-09-13,SKU00122,14,0,6,11,37.2,823.48,0
SNP0006307,2025-09-20,SKU00122,16,0,6,11,42.5,941.12,0
SNP0006308,2025-09-27,SKU00122,4,11,6,11,10.6,235.28,0
SNP0006309,2025-10-04,SKU00122,10,0,6,11,26.6,588.2,0
SNP0006310,2025-10-11,SKU00122,13,0,6,11,34.5,764.66,0
SNP0006311,2025-10-18,SKU00122,8,0,6,11,21.3,470.56,0
SNP0006312,2025-10-25,SKU00122,10,0,6,11,26.6,588.2,0
SNP0006313,2025-11-01,SKU00122,14,0,6,11,37.2,823.48,0
SNP0006314,2025-11-08,SKU00122,0,11,6,11,0.0,0.0,1
SNP0006315,2025-11-15,SKU00122,0,11,6,11,0.0,0.0,1
SNP0006316,2025-11-22,SKU00122,1,11,6,11,2.7,58.82,0
SNP0006317,2025-11-29,SKU00122,6,11,6,11,15.9,352.92,0
SNP0006318,2025-12-06,SKU00122,10,0,6,11,26.6,588.2,0
SNP0006319,2025-12-13,SKU00122,7,0,6,11,18.6,411.74,0
SNP0006320,2025-12-20,SKU00122,1,11,6,11,2.7,58.82,0
SNP0006321,2025-12-27,SKU00122,8,0,6,11,21.3,470.56,0
SNP0006322,2026-01-03,SKU00122,11,0,6,11,29.2,647.02,0
SNP0006323,2026-01-10,SKU00122,10,0,6,11,26.6,588.2,0
SNP0006324,2026-01-17,SKU00122,11,0,6,11,29.2,647.02,0
SNP0006325,2026-01-24,SKU00122,2,11,6,11,5.3,117.64,0
SNP0006326,2026-01-31,SKU00122,7,0,6,11,18.6,411.74,0
SNP0006327,2026-02-07,SKU00122,16,0,6,11,42.5,941.12,0
SNP0006328,2026-02-14,SKU00122,15,0,6,11,39.9,882.3,0
SNP0006329,2026-02-21,SKU00122,9,0,6,11,23.9,529.38,0
SNP0006330,2026-02-28,SKU00122,0,11,6,11,0.0,0.0,1
SNP0006331,2026-03-07,SKU00122,9,0,6,11,23.9,529.38,0
SNP0006332,2026-03-14,SKU00122,15,0,6,11,39.9,882.3,0
SNP0006333,2026-03-21,SKU00122,7,0,6,11,18.6,411.74,0
SNP0006334,2026-03-28,SKU00122,13,0,6,11,34.5,764.66,0
SNP0006335,2026-04-04,SKU00122,5,11,6,11,13.3,294.1,0
SNP0006336,2026-04-11,SKU00122,0,11,6,11,0.0,0.0,1
SNP0006337,2026-04-18,SKU00122,3,11,6,11,8.0,176.46,0
SNP0006338,2026-04-25,SKU00122,3,11,6,11,8.0,176.46,0
SNP0006339,2026-05-02,SKU00122,16,0,6,11,42.5,941.12,0
SNP0006340,2026-05-09,SKU00122,7,0,6,11,18.6,411.74,0
SNP0006341,2026-05-16,SKU00122,1,11,6,11,2.7,58.82,0
SNP0006342,2026-05-23,SKU00122,17,0,6,11,45.2,999.94,0
SNP0006343,2026-05-30,SKU00122,16,0,6,11,42.5,941.12,0
SNP0006344,2025-06-07,SKU00123,36,109,188,109,9.3,2507.4,0
SNP0006345,2025-06-14,SKU00123,193,0,188,109,49.6,13442.45,0
SNP0006346,2025-06-21,SKU00123,135,109,188,109,34.7,9402.75,0
SNP0006347,2025-06-28,SKU00123,194,0,188,109,49.9,13512.1,0
SNP0006348,2025-07-05,SKU00123,5,109,188,109,1.3,348.25,0
SNP0006349,2025-07-12,SKU00123,48,109,188,109,12.3,3343.2,0
SNP0006350,2025-07-19,SKU00123,67,109,188,109,17.2,4666.55,0
SNP0006351,2025-07-26,SKU00123,191,0,188,109,49.1,13303.15,0
SNP0006352,2025-08-02,SKU00123,0,109,188,109,0.0,0.0,1
SNP0006353,2025-08-09,SKU00123,83,109,188,109,21.3,5780.95,0
SNP0006354,2025-08-16,SKU00123,173,109,188,109,44.5,12049.45,0
SNP0006355,2025-08-23,SKU00123,16,109,188,109,4.1,1114.4,0
SNP0006356,2025-08-30,SKU00123,61,109,188,109,15.7,4248.65,0
SNP0006357,2025-09-06,SKU00123,135,109,188,109,34.7,9402.75,0
SNP0006358,2025-09-13,SKU00123,19,109,188,109,4.9,1323.35,0
SNP0006359,2025-09-20,SKU00123,129,109,188,109,33.2,8984.85,0
SNP0006360,2025-09-27,SKU00123,221,0,188,109,56.8,15392.65,0
SNP0006361,2025-10-04,SKU00123,189,0,188,109,48.6,13163.85,0
SNP0006362,2025-10-11,SKU00123,87,109,188,109,22.4,6059.55,0
SNP0006363,2025-10-18,SKU00123,115,109,188,109,29.6,8009.75,0
SNP0006364,2025-10-25,SKU00123,175,109,188,109,45.0,12188.75,0
SNP0006365,2025-11-01,SKU00123,215,0,188,109,55.3,14974.75,0
SNP0006366,2025-11-08,SKU00123,237,0,188,109,60.9,16507.05,0
SNP0006367,2025-11-15,SKU00123,84,109,188,109,21.6,5850.6,0
SNP0006368,2025-11-22,SKU00123,296,0,188,109,76.1,20616.4,0
SNP0006369,2025-11-29,SKU00123,167,109,188,109,42.9,11631.55,0
SNP0006370,2025-12-06,SKU00123,243,0,188,109,62.5,16924.95,0
SNP0006371,2025-12-13,SKU00123,284,0,188,109,73.0,19780.6,0
SNP0006372,2025-12-20,SKU00123,243,0,188,109,62.5,16924.95,0
SNP0006373,2025-12-27,SKU00123,249,0,188,109,64.0,17342.85,0
SNP0006374,2026-01-03,SKU00123,245,0,188,109,63.0,17064.25,0
SNP0006375,2026-01-10,SKU00123,33,109,188,109,8.5,2298.45,0
SNP0006376,2026-01-17,SKU00123,71,109,188,109,18.3,4945.15,0
SNP0006377,2026-01-24,SKU00123,257,0,188,109,66.1,17900.05,0
SNP0006378,2026-01-31,SKU00123,193,0,188,109,49.6,13442.45,0
SNP0006379,2026-02-07,SKU00123,88,109,188,109,22.6,6129.2,0
SNP0006380,2026-02-14,SKU00123,180,109,188,109,46.3,12537.0,0
SNP0006381,2026-02-21,SKU00123,256,0,188,109,65.8,17830.4,0
SNP0006382,2026-02-28,SKU00123,180,109,188,109,46.3,12537.0,0
SNP0006383,2026-03-07,SKU00123,210,0,188,109,54.0,14626.5,0
SNP0006384,2026-03-14,SKU00123,248,0,188,109,63.8,17273.2,0
SNP0006385,2026-03-21,SKU00123,152,109,188,109,39.1,10586.8,0
SNP0006386,2026-03-28,SKU00123,291,0,188,109,74.8,20268.15,0
SNP0006387,2026-04-04,SKU00123,268,0,188,109,68.9,18666.2,0
SNP0006388,2026-04-11,SKU00123,47,109,188,109,12.1,3273.55,0
SNP0006389,2026-04-18,SKU00123,14,109,188,109,3.6,975.1,0
SNP0006390,2026-04-25,SKU00123,2,109,188,109,0.5,139.3,0
SNP0006391,2026-05-02,SKU00123,219,0,188,109,56.3,15253.35,0
SNP0006392,2026-05-09,SKU00123,1,109,188,109,0.3,69.65,0
SNP0006393,2026-05-16,SKU00123,59,109,188,109,15.2,4109.35,0
SNP0006394,2026-05-23,SKU00123,280,0,188,109,72.0,19502.0,0
SNP0006395,2026-05-30,SKU00123,33,109,188,109,8.5,2298.45,0
SNP0006396,2025-06-07,SKU00124,23,39,48,39,16.8,1795.61,0
SNP0006397,2025-06-14,SKU00124,17,39,48,39,12.4,1327.19,0
SNP0006398,2025-06-21,SKU00124,59,0,48,39,43.1,4606.13,0
SNP0006399,2025-06-28,SKU00124,84,0,48,39,61.4,6557.88,0
SNP0006400,2025-07-05,SKU00124,40,39,48,39,29.2,3122.8,0
SNP0006401,2025-07-12,SKU00124,12,39,48,39,8.8,936.84,0
SNP0006402,2025-07-19,SKU00124,71,0,48,39,51.9,5542.97,0
SNP0006403,2025-07-26,SKU00124,46,39,48,39,33.6,3591.22,0
SNP0006404,2025-08-02,SKU00124,24,39,48,39,17.5,1873.68,0
SNP0006405,2025-08-09,SKU00124,3,39,48,39,2.2,234.21,0
SNP0006406,2025-08-16,SKU00124,5,39,48,39,3.7,390.35,0
SNP0006407,2025-08-23,SKU00124,19,39,48,39,13.9,1483.33,0
SNP0006408,2025-08-30,SKU00124,82,0,48,39,59.9,6401.74,0
SNP0006409,2025-09-06,SKU00124,13,39,48,39,9.5,1014.91,0
SNP0006410,2025-09-13,SKU00124,8,39,48,39,5.8,624.56,0
SNP0006411,2025-09-20,SKU00124,57,0,48,39,41.7,4449.99,0
SNP0006412,2025-09-27,SKU00124,49,0,48,39,35.8,3825.43,0
SNP0006413,2025-10-04,SKU00124,64,0,48,39,46.8,4996.48,0
SNP0006414,2025-10-11,SKU00124,6,39,48,39,4.4,468.42,0
SNP0006415,2025-10-18,SKU00124,33,39,48,39,24.1,2576.31,0
SNP0006416,2025-10-25,SKU00124,57,0,48,39,41.7,4449.99,0
SNP0006417,2025-11-01,SKU00124,58,0,48,39,42.4,4528.06,0
SNP0006418,2025-11-08,SKU00124,11,39,48,39,8.0,858.77,0
SNP0006419,2025-11-15,SKU00124,38,39,48,39,27.8,2966.66,0
SNP0006420,2025-11-22,SKU00124,63,0,48,39,46.0,4918.41,0
SNP0006421,2025-11-29,SKU00124,19,39,48,39,13.9,1483.33,0
SNP0006422,2025-12-06,SKU00124,38,39,48,39,27.8,2966.66,0
SNP0006423,2025-12-13,SKU00124,41,39,48,39,30.0,3200.87,0
SNP0006424,2025-12-20,SKU00124,2,39,48,39,1.5,156.14,0
SNP0006425,2025-12-27,SKU00124,84,0,48,39,61.4,6557.88,0
SNP0006426,2026-01-03,SKU00124,54,0,48,39,39.5,4215.78,0
SNP0006427,2026-01-10,SKU00124,28,39,48,39,20.5,2185.96,0
SNP0006428,2026-01-17,SKU00124,25,39,48,39,18.3,1951.75,0
SNP0006429,2026-01-24,SKU00124,57,0,48,39,41.7,4449.99,0
SNP0006430,2026-01-31,SKU00124,28,39,48,39,20.5,2185.96,0
SNP0006431,2026-02-07,SKU00124,30,39,48,39,21.9,2342.1,0
SNP0006432,2026-02-14,SKU00124,55,0,48,39,40.2,4293.85,0
SNP0006433,2026-02-21,SKU00124,65,0,48,39,47.5,5074.55,0
SNP0006434,2026-02-28,SKU00124,18,39,48,39,13.2,1405.26,0
SNP0006435,2026-03-07,SKU00124,34,39,48,39,24.9,2654.38,0
SNP0006436,2026-03-14,SKU00124,27,39,48,39,19.7,2107.89,0
SNP0006437,2026-03-21,SKU00124,68,0,48,39,49.7,5308.76,0
SNP0006438,2026-03-28,SKU00124,44,39,48,39,32.2,3435.08,0
SNP0006439,2026-04-04,SKU00124,69,0,48,39,50.4,5386.83,0
SNP0006440,2026-04-11,SKU00124,59,0,48,39,43.1,4606.13,0
SNP0006441,2026-04-18,SKU00124,28,39,48,39,20.5,2185.96,0
SNP0006442,2026-04-25,SKU00124,37,39,48,39,27.0,2888.59,0
SNP0006443,2026-05-02,SKU00124,3,39,48,39,2.2,234.21,0
SNP0006444,2026-05-09,SKU00124,69,0,48,39,50.4,5386.83,0
SNP0006445,2026-05-16,SKU00124,84,0,48,39,61.4,6557.88,0
SNP0006446,2026-05-23,SKU00124,21,39,48,39,15.3,1639.47,0
SNP0006447,2026-05-30,SKU00124,58,0,48,39,42.4,4528.06,0
SNP0006448,2025-06-07,SKU00125,280,0,147,331,23.7,57041.6,0
SNP0006449,2025-06-14,SKU00125,60,331,147,331,5.1,12223.2,0
SNP0006450,2025-06-21,SKU00125,338,0,147,331,28.6,68857.36,0
SNP0006451,2025-06-28,SKU00125,17,331,147,331,1.4,3463.24,0
SNP0006452,2025-07-05,SKU00125,191,0,147,331,16.2,38910.52,0
SNP0006453,2025-07-12,SKU00125,460,0,147,331,39.0,93711.2,0
SNP0006454,2025-07-19,SKU00125,243,0,147,331,20.6,49503.96,0
SNP0006455,2025-07-26,SKU00125,201,0,147,331,17.0,40947.72,0
SNP0006456,2025-08-02,SKU00125,400,0,147,331,33.9,81488.0,0
SNP0006457,2025-08-09,SKU00125,443,0,147,331,37.5,90247.96,0
SNP0006458,2025-08-16,SKU00125,439,0,147,331,37.2,89433.08,0
SNP0006459,2025-08-23,SKU00125,454,0,147,331,38.5,92488.88,0
SNP0006460,2025-08-30,SKU00125,86,331,147,331,7.3,17519.92,0
SNP0006461,2025-09-06,SKU00125,88,331,147,331,7.5,17927.36,0
SNP0006462,2025-09-13,SKU00125,296,0,147,331,25.1,60301.12,0
SNP0006463,2025-09-20,SKU00125,399,0,147,331,33.8,81284.28,0
SNP0006464,2025-09-27,SKU00125,81,331,147,331,6.9,16501.32,0
SNP0006465,2025-10-04,SKU00125,9,331,147,331,0.8,1833.48,0
SNP0006466,2025-10-11,SKU00125,325,0,147,331,27.5,66209.0,0
SNP0006467,2025-10-18,SKU00125,375,0,147,331,31.8,76395.0,0
SNP0006468,2025-10-25,SKU00125,362,0,147,331,30.7,73746.64,0
SNP0006469,2025-11-01,SKU00125,251,0,147,331,21.3,51133.72,0
SNP0006470,2025-11-08,SKU00125,166,0,147,331,14.1,33817.52,0
SNP0006471,2025-11-15,SKU00125,188,0,147,331,15.9,38299.36,0
SNP0006472,2025-11-22,SKU00125,440,0,147,331,37.3,89636.8,0
SNP0006473,2025-11-29,SKU00125,48,331,147,331,4.1,9778.56,0
SNP0006474,2025-12-06,SKU00125,22,331,147,331,1.9,4481.84,0
SNP0006475,2025-12-13,SKU00125,474,0,147,331,40.2,96563.28,0
SNP0006476,2025-12-20,SKU00125,400,0,147,331,33.9,81488.0,0
SNP0006477,2025-12-27,SKU00125,85,331,147,331,7.2,17316.2,0
SNP0006478,2026-01-03,SKU00125,115,331,147,331,9.7,23427.8,0
SNP0006479,2026-01-10,SKU00125,280,0,147,331,23.7,57041.6,0
SNP0006480,2026-01-17,SKU00125,146,331,147,331,12.4,29743.12,0
SNP0006481,2026-01-24,SKU00125,37,331,147,331,3.1,7537.64,0
SNP0006482,2026-01-31,SKU00125,332,0,147,331,28.1,67635.04,0
SNP0006483,2026-02-07,SKU00125,260,0,147,331,22.0,52967.2,0
SNP0006484,2026-02-14,SKU00125,23,331,147,331,1.9,4685.56,0
SNP0006485,2026-02-21,SKU00125,54,331,147,331,4.6,11000.88,0
SNP0006486,2026-02-28,SKU00125,14,331,147,331,1.2,2852.08,0
SNP0006487,2026-03-07,SKU00125,366,0,147,331,31.0,74561.52,0
SNP0006488,2026-03-14,SKU00125,112,331,147,331,9.5,22816.64,0
SNP0006489,2026-03-21,SKU00125,291,0,147,331,24.7,59282.52,0
SNP0006490,2026-03-28,SKU00125,170,0,147,331,14.4,34632.4,0
SNP0006491,2026-04-04,SKU00125,135,331,147,331,11.4,27502.2,0
SNP0006492,2026-04-11,SKU00125,35,331,147,331,3.0,7130.2,0
SNP0006493,2026-04-18,SKU00125,472,0,147,331,40.0,96155.84,0
SNP0006494,2026-04-25,SKU00125,207,0,147,331,17.5,42170.04,0
SNP0006495,2026-05-02,SKU00125,69,331,147,331,5.8,14056.68,0
SNP0006496,2026-05-09,SKU00125,284,0,147,331,24.1,57856.48,0
SNP0006497,2026-05-16,SKU00125,270,0,147,331,22.9,55004.4,0
SNP0006498,2026-05-23,SKU00125,248,0,147,331,21.0,50522.56,0
SNP0006499,2026-05-30,SKU00125,437,0,147,331,37.0,89025.64,0
SNP0006500,2025-06-07,SKU00126,0,11,15,11,0.0,0.0,1
SNP0006501,2025-06-14,SKU00126,16,0,15,11,40.7,336.16,0
SNP0006502,2025-06-21,SKU00126,9,11,15,11,22.9,189.09,0
SNP0006503,2025-06-28,SKU00126,20,0,15,11,50.9,420.2,0
SNP0006504,2025-07-05,SKU00126,2,11,15,11,5.1,42.02,0
SNP0006505,2025-07-12,SKU00126,19,0,15,11,48.4,399.19,0
SNP0006506,2025-07-19,SKU00126,0,11,15,11,0.0,0.0,1
SNP0006507,2025-07-26,SKU00126,0,11,15,11,0.0,0.0,1
SNP0006508,2025-08-02,SKU00126,23,0,15,11,58.5,483.23,0
SNP0006509,2025-08-09,SKU00126,0,11,15,11,0.0,0.0,1
SNP0006510,2025-08-16,SKU00126,0,11,15,11,0.0,0.0,1
SNP0006511,2025-08-23,SKU00126,15,11,15,11,38.2,315.15,0
SNP0006512,2025-08-30,SKU00126,0,11,15,11,0.0,0.0,1
SNP0006513,2025-09-06,SKU00126,8,11,15,11,20.4,168.08,0
SNP0006514,2025-09-13,SKU00126,18,0,15,11,45.8,378.18,0
SNP0006515,2025-09-20,SKU00126,0,11,15,11,0.0,0.0,1
SNP0006516,2025-09-27,SKU00126,0,11,15,11,0.0,0.0,1
SNP0006517,2025-10-04,SKU00126,0,11,15,11,0.0,0.0,1
SNP0006518,2025-10-11,SKU00126,24,0,15,11,61.1,504.24,0
SNP0006519,2025-10-18,SKU00126,7,11,15,11,17.8,147.07,0
SNP0006520,2025-10-25,SKU00126,4,11,15,11,10.2,84.04,0
SNP0006521,2025-11-01,SKU00126,19,0,15,11,48.4,399.19,0
SNP0006522,2025-11-08,SKU00126,12,11,15,11,30.5,252.12,0
SNP0006523,2025-11-15,SKU00126,17,0,15,11,43.3,357.17,0
SNP0006524,2025-11-22,SKU00126,16,0,15,11,40.7,336.16,0
SNP0006525,2025-11-29,SKU00126,20,0,15,11,50.9,420.2,0
SNP0006526,2025-12-06,SKU00126,21,0,15,11,53.5,441.21,0
SNP0006527,2025-12-13,SKU00126,0,11,15,11,0.0,0.0,1
SNP0006528,2025-12-20,SKU00126,25,0,15,11,63.6,525.25,0
SNP0006529,2025-12-27,SKU00126,20,0,15,11,50.9,420.2,0
SNP0006530,2026-01-03,SKU00126,13,11,15,11,33.1,273.13,0
SNP0006531,2026-01-10,SKU00126,3,11,15,11,7.6,63.03,0
SNP0006532,2026-01-17,SKU00126,4,11,15,11,10.2,84.04,0
SNP0006533,2026-01-24,SKU00126,14,11,15,11,35.6,294.14,0
SNP0006534,2026-01-31,SKU00126,16,0,15,11,40.7,336.16,0
SNP0006535,2026-02-07,SKU00126,18,0,15,11,45.8,378.18,0
SNP0006536,2026-02-14,SKU00126,0,11,15,11,0.0,0.0,1
SNP0006537,2026-02-21,SKU00126,2,11,15,11,5.1,42.02,0
SNP0006538,2026-02-28,SKU00126,6,11,15,11,15.3,126.06,0
SNP0006539,2026-03-07,SKU00126,19,0,15,11,48.4,399.19,0
SNP0006540,2026-03-14,SKU00126,18,0,15,11,45.8,378.18,0
SNP0006541,2026-03-21,SKU00126,2,11,15,11,5.1,42.02,0
SNP0006542,2026-03-28,SKU00126,19,0,15,11,48.4,399.19,0
SNP0006543,2026-04-04,SKU00126,0,11,15,11,0.0,0.0,1
SNP0006544,2026-04-11,SKU00126,8,11,15,11,20.4,168.08,0
SNP0006545,2026-04-18,SKU00126,0,11,15,11,0.0,0.0,1
SNP0006546,2026-04-25,SKU00126,6,11,15,11,15.3,126.06,0
SNP0006547,2026-05-02,SKU00126,5,11,15,11,12.7,105.05,0
SNP0006548,2026-05-09,SKU00126,8,11,15,11,20.4,168.08,0
SNP0006549,2026-05-16,SKU00126,0,11,15,11,0.0,0.0,1
SNP0006550,2026-05-23,SKU00126,0,11,15,11,0.0,0.0,1
SNP0006551,2026-05-30,SKU00126,19,0,15,11,48.4,399.19,0
SNP0006552,2025-06-07,SKU00127,295,384,328,384,21.5,6808.6,0
SNP0006553,2025-06-14,SKU00127,211,384,328,384,15.4,4869.88,0
SNP0006554,2025-06-21,SKU00127,32,384,328,384,2.3,738.56,0
SNP0006555,2025-06-28,SKU00127,74,384,328,384,5.4,1707.92,0
SNP0006556,2025-07-05,SKU00127,19,384,328,384,1.4,438.52,0
SNP0006557,2025-07-12,SKU00127,101,384,328,384,7.4,2331.08,0
SNP0006558,2025-07-19,SKU00127,354,0,328,384,25.8,8170.32,0
SNP0006559,2025-07-26,SKU00127,549,0,328,384,40.1,12670.92,0
SNP0006560,2025-08-02,SKU00127,122,384,328,384,8.9,2815.76,0
SNP0006561,2025-08-09,SKU00127,65,384,328,384,4.7,1500.2,0
SNP0006562,2025-08-16,SKU00127,342,0,328,384,25.0,7893.36,0
SNP0006563,2025-08-23,SKU00127,647,0,328,384,47.2,14932.76,0
SNP0006564,2025-08-30,SKU00127,596,0,328,384,43.5,13755.68,0
